,season,episode,category,value,clue,answer
0,25,"Show #5745 - Friday, July 24, 2009",PREHISTORIC TIMES,$200,Homo sapiens had a higher & more rounded one of these than did Homo erectus,a skull
1,25,"Show #5745 - Friday, July 24, 2009",ACTING FAMILIES,$200,Ryan &Tatum,O\'Neal
2,25,"Show #5745 - Friday, July 24, 2009","DRINK""S""",$200,"This children's ""cocktail"" is ginger ale & grenadine, garnished with a Maraschino cherry",a Shirley Temple
3,25,"Show #5745 - Friday, July 24, 2009",WORLD CITY WALK,$200,It's the city (also a country) that's home to St. Peter's Basilica,Vatican City
4,25,"Show #5745 - Friday, July 24, 2009",TOUGH-POURRI,$200,"Students are allowed to bring a toad, a cat or an owl to this fictional boarding school",Hogwarts
5,25,"Show #5745 - Friday, July 24, 2009",VISUALLITERATION,$200,This brand was named in 1925 for early June peas; the towering mascot & his friend Sprout came later,Green Giant
6,25,"Show #5745 - Friday, July 24, 2009",PREHISTORIC TIMES,$400,(Kelly of the Clue Crew reports from the University of Wisconsin-Madison Geology Museum.) The University of Wisconsin-Madison Geology Museum has a skeleton of this animal that humans may have driven extinct; the distinctive teeth that provided its name were once thought to belong to a carnivore,a mastodon
7,25,"Show #5745 - Friday, July 24, 2009",ACTING FAMILIES,$400,BrothersBen & Casey,Affleck
8,25,"Show #5745 - Friday, July 24, 2009","DRINK""S""",$400,"It's a tall, cool drink of wine & soda water",a spritzer
9,25,"Show #5745 - Friday, July 24, 2009",WORLD CITY WALK,$400,In the 17th century the Corsairs controlled this current capital of Morocco,Rabat
10,25,"Show #5745 - Friday, July 24, 2009",TOUGH-POURRI,$400,This last Ivy-League school to win this college football bowl game was Columbia University in 1934,the Rose Bowl
11,25,"Show #5745 - Friday, July 24, 2009",VISUALLITERATION,$400,This cheerful literary feline left his smile behind when the rest of him disappeared,the Cheshire Cat
12,25,"Show #5745 - Friday, July 24, 2009",PREHISTORIC TIMES,DD: $600,This development divides prehistoric times from historic times,written records (or writing)
13,25,"Show #5745 - Friday, July 24, 2009",ACTING FAMILIES,$600,Dad & sonFreddie,Prinze
14,25,"Show #5745 - Friday, July 24, 2009","DRINK""S""",$600,"This type of fortified wine comes out of Spain's Andalusia region, baby",sherry
15,25,"Show #5745 - Friday, July 24, 2009",WORLD CITY WALK,$600,"The first Japanese city to host the Winter Olympics, it's also famous for its beer & its Snow Festival",Sapporo
16,25,"Show #5745 - Friday, July 24, 2009",TOUGH-POURRI,$600,"When ""Face The Nation"" premiered in 1954, this first guest was grilled over comments he had been making about the Army",Senator Joe McCarthy
17,25,"Show #5745 - Friday, July 24, 2009",VISUALLITERATION,$600,"P.T. Barnum thought so highly of this 40-inch man, he promoted him to General",Tom Thumb
